pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,structural_lb,skipped_by_structural_lb,raw_mces_result,error_message,result_type,is_exact,is_lower_bound
964,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC[C@H](O)[C@@H](O)C\C=C/CCCCC,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)[C@@H](O)CC1=O,819.1549999999996,819.0259999999998,0.12899999999979173,4.502464532852173,1.8888640403747559,10,2,0,1,1,10,,0,"(0, 10, 1.8888640403747559, 2, 1, 10)",,lower_bound,0,1
1073,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC,849.4199999999993,849.4199999999994,1.1368683772161603e-13,21.644731044769287,20.104596376419067,6.0,1,0,1,1,10,,0,"(0, 6.0, 20.104596376419067, 1, 1, 10)",,exact,1,0
1586,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,[H][C@@](COC(=O)CC\C=C/CC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,849.4199999999993,848.0679999999995,1.351999999999748,2.2571120262145996,0.002991914749145508,21.0,2,0,0,,,,0,"(0, 21.0, 0.002991914749145508, 2)",,lower_bound,0,1
3772,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@H](O)CO,905.527999999999,905.2009999999998,0.3269999999992024,1.9509618282318115,0.004608154296875,19.0,2,0,0,,,,0,"(0, 19.0, 0.004608154296875, 2)",,lower_bound,0,1
3995,[H][C@@](CO\C=C\CCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@H](O)CC,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC,808.1349999999999,807.3389999999995,0.7960000000003902,2.370906352996826,0.002486705780029297,17.0,2,0,0,,,,0,"(0, 17.0, 0.002486705780029297, 2)",,lower_bound,0,1
4683,CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC,834.0849999999999,835.3929999999995,1.307999999999538,1.6899728775024414,0.002988576889038086,22.0,2,0,0,,,,0,"(0, 22.0, 0.002988576889038086, 2)",,lower_bound,0,1
7023,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,877.4739999999993,877.4739999999991,1.1368683772161603e-13,9.20001769065857,7.9390599727630615,6.0,1,0,1,1,10,,0,"(0, 6.0, 7.9390599727630615, 1, 1, 10)",,exact,1,0
7405,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC,891.5009999999992,891.5009999999993,1.1368683772161603e-13,10.149595260620117,8.983623743057251,6.0,1,0,1,1,10,,0,"(0, 6.0, 8.983623743057251, 1, 1, 10)",,exact,1,0
7894,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,821.3659999999995,821.3659999999996,1.1368683772161603e-13,3.374260663986206,2.23872971534729,4.0,1,0,1,1,10,,0,"(0, 4.0, 2.23872971534729, 1, 1, 10)",,exact,1,0
8280,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)[C@@H](O)[C@H]2OP(O)(=O)OC[C@@H](COC(=O)CCC\C=C/C[C@@H]([C@@H](O)CC1=O)[C@@H](O)[C@H](O)[C@H]2O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(O)(O)=O)C1O)OC(=O)CCCCCCCCCCCCC\C=C/CC,979.1510000000001,979.0879999999996,0.06300000000044292,1.1147141456604004,0.002992868423461914,12.0,2,0,0,,,,0,"(0, 12.0, 0.002992868423461914, 2)",,lower_bound,0,1
8547,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,961.6359999999988,961.635999999999,1.1368683772161603e-13,15.19612431526184,14.05407452583313,6.0,1,0,1,1,10,,0,"(0, 6.0, 14.05407452583313, 1, 1, 10)",,exact,1,0
9300,CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,836.1890000000001,835.0689999999994,1.1200000000006867,1.4657976627349854,0.3004765510559082,11.0,2,0,0,,,,0,"(0, 11.0, 0.3004765510559082, 2)",,lower_bound,0,1
9385,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(=O)O[C@H](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN)[C@@H](O)CC1=O,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,862.095,863.4469999999993,1.3519999999992933,1.1352808475494385,0.002991914749145508,22.0,2,0,0,,,,0,"(0, 22.0, 0.002991914749145508, 2)",,lower_bound,0,1
9598,[H]C(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,822.1619999999995,821.3659999999995,0.7959999999999354,1.1175482273101807,0.0019919872283935547,15.0,2,0,0,,,,0,"(0, 15.0, 0.0019919872283935547, 2)",,lower_bound,0,1
10026,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,835.0690000000001,835.3929999999992,0.3239999999991596,1.1183178424835205,0.0030841827392578125,18.0,2,0,0,,,,0,"(0, 18.0, 0.0030841827392578125, 2)",,lower_bound,0,1
11417,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,807.3389999999993,807.3389999999995,2.2737367544323206e-13,3.3519177436828613,2.258256673812866,4.0,1,0,1,1,10,,0,"(0, 4.0, 2.258256673812866, 1, 1, 10)",,exact,1,0
12058,[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,821.3659999999993,822.0740000000002,0.7080000000008795,1.0913524627685547,0.003070831298828125,17.0,2,0,0,,,,0,"(0, 17.0, 0.003070831298828125, 2)",,lower_bound,0,1
12518,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C,905.527999999999,905.5279999999992,2.2737367544323206e-13,14.866010189056396,13.71161699295044,6.0,1,0,1,1,10,,0,"(0, 6.0, 13.71161699295044, 1, 1, 10)",,exact,1,0
12707,[H][C@@](COC(=O)CCCCCCCC1OC1C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,824.1339999999996,825.0740000000003,0.9400000000007367,2.5054922103881836,1.308755874633789,10,2,0,1,1,10,,0,"(0, 10, 1.308755874633789, 2, 1, 10)",,lower_bound,0,1
