pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,raw_mces_result,error_message
2161,CCCCCCCCCC1=CC=CC=C1OCCO,NC1=NC=NC2=C1N=CN2C(OC(CO)C=O)C=O,264.409,265.229,0.8199999999999932,0.6765356063842773,0.23528075218200684,31.0,4,0,0,,"(0, 31.0, 0.23528075218200684, 4)",
42978,CC1=CCC(CC1)C(C)(C)OC(=O)C1=CC=CC=C1N,O=N(=O)C1=CC2=C(C=CC3=CC=CC=C23)C2=CC=CC=C12,273.37600000000003,273.291,0.08500000000003638,0.6836147308349609,0.2412552833557129,18.5,4,0,0,,"(0, 18.5, 0.2412552833557129, 4)",
54206,[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1,OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,255.665,256.21299999999997,0.5479999999999734,0.659395694732666,0.22988033294677734,36.0,4,0,0,,"(0, 36.0, 0.22988033294677734, 4)",
56766,[H][C@@]12C[C@@H]([C@@H](O)C[C@@]1(C)CCCC2=C)C(C)(C)C,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,236.39899999999994,236.27099999999993,0.12800000000001432,0.6709334850311279,0.24112462997436523,16.0,4,0,0,,"(0, 16.0, 0.24112462997436523, 4)",
57062,CC(NC(=O)OC(C)(C)C)C(=O)C(N)=O,CC(CCC(=O)C(C)=C)C1=CC=C(C)C=C1,216.23699999999994,216.324,0.08700000000007435,0.6509559154510498,0.23132991790771484,22.0,4,0,0,,"(0, 22.0, 0.23132991790771484, 4)",
70807,OC[C@H]1O[C@@H](O[C@@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,OC(=O)C1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,295.291,296.28600000000006,0.9950000000000614,0.6736009120941162,0.24326753616333008,21.0,4,0,0,,"(0, 21.0, 0.24326753616333008, 4)",
73809,ClC1=CC=C(C=C1)C1CCC2=C(O1)C=CC(Cl)=C2,OC1CN(CC2=CC=CC=C2Cl)CC2=C1SC=C2,279.16599999999994,279.792,0.6260000000000332,0.6713550090789795,0.239210844039917,12.5,4,0,0,,"(0, 12.5, 0.239210844039917, 4)",
