pair_id,threads_1,threads_2,threads_4,threads_8,speedup_1_to_2,speedup_1_to_4,speedup_1_to_8,change_1_to_8_sec,change_1_to_8_percent
78357,12.28493070602417,13.251018047332764,12.84573769569397,14.705638408660889,0.9270933495179223,0.9563429518058906,0.835389145621108,2.4207077026367188,19.704691549051024
80626,5.357577085494995,5.210098743438721,5.174136400222778,4.075812578201294,1.0283062470249724,1.0354533918480229,1.3144807281249815,-1.2817645072937012,-23.924331593173463
82646,4.871357202529907,4.4683942794799805,4.689075469970703,3.449867010116577,1.0901806997874912,1.0388737041505418,1.4120420260389386,-1.42149019241333,-29.180578087664944
83609,10.819648027420044,13.10093116760254,12.741658210754396,16.10209012031555,0.8258686263596353,0.849155411992443,0.6719405956975237,5.282442092895508,48.82267962421982
91787,12.266093254089355,11.453323602676392,10.87539291381836,8.494381666183472,1.0709636503436468,1.1278758709033825,1.4440242664067289,-3.771711587905884,-30.749086198643113
93598,2.462877035140991,3.63297438621521,3.2343459129333496,2.4364213943481445,0.6779230386225727,0.7614760762887343,1.0108584011182207,-0.02645564079284668,-1.0741762749569097
97919,4.053191661834717,5.064369201660156,4.106617450714111,3.9907708168029785,0.8003349480338116,0.9869903175738699,1.0156413003645606,-0.06242084503173828,-1.5400417803949313
98752,22.184720754623413,20.556949377059937,16.958473682403564,16.88589882850647,1.0791835085890686,1.3081790950115224,1.313801591489555,-5.298821926116943,-23.885006192889044
99409,7.318897008895874,6.208515882492065,6.0475380420684814,5.363328218460083,1.1788480769671652,1.2102275269677412,1.3646185187221813,-1.955568790435791,-26.71944676990075
99997,14.826811075210571,14.839868068695068,14.22028923034668,12.518338441848757,0.9991201408648611,1.0426518641807614,1.1844072713072367,-2.3084726333618146,-15.569582843214516
103398,14.145634412765505,13.478288650512695,10.961843490600586,9.032530784606934,1.049512648048788,1.2904430194515104,1.5660765238544467,-5.113103628158571,-36.146159860771824
