pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,raw_mces_result,error_message
2161,CCCCCCCCCC1=CC=CC=C1OCCO,NC1=NC=NC2=C1N=CN2C(OC(CO)C=O)C=O,264.409,265.229,0.8199999999999932,0.9473943710327148,0.0020275115966796875,18.0,2,0,0,,"(0, 18.0, 0.0020275115966796875, 2)",
4505,CC(C)C1=CCC(C)C=C1,C[N+]1=CC=CC(=C1)C(N)=O,136.23799999999997,137.162,0.924000000000035,1.182572841644287,0.22173118591308594,14.0,2,0,0,,"(0, 14.0, 0.22173118591308594, 2)",
27057,CC1=CC=CC(=N1)C(O)=O,OCC(=O)C1=CC=CC=C1,137.138,136.14999999999998,0.988000000000028,1.779181957244873,0.7900042533874512,8.0,1,0,1,1,"(0, 8.0, 0.7900042533874512, 1, 1)",
32671,OC(=O)CCCCCC\C=C\C=O,[O-][N+](=O)N(C1=CC=CC=C1)[N+]([O-])=O,184.235,183.12299999999996,1.1120000000000516,0.9423809051513672,0.001007080078125,11.0,2,0,0,,"(0, 11.0, 0.001007080078125, 2)",
42978,CC1=CCC(CC1)C(C)(C)OC(=O)C1=CC=CC=C1N,O=N(=O)C1=CC2=C(C=CC3=CC=CC=C23)C2=CC=CC=C12,273.37600000000003,273.291,0.08500000000003638,0.9565718173980713,0.001031637191772461,10.5,2,0,0,,"(0, 10.5, 0.001031637191772461, 2)",
54206,[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1,OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,255.665,256.21299999999997,0.5479999999999734,0.9518463611602783,0.0010285377502441406,22.0,2,0,0,,"(0, 22.0, 0.0010285377502441406, 2)",
56766,[H][C@@]12C[C@@H]([C@@H](O)C[C@@]1(C)CCCC2=C)C(C)(C)C,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,236.39899999999994,236.27099999999993,0.12800000000001432,1.1660542488098145,0.21813035011291504,16.0,2,0,0,,"(0, 16.0, 0.21813035011291504, 2)",
57062,CC(NC(=O)OC(C)(C)C)C(=O)C(N)=O,CC(CCC(=O)C(C)=C)C1=CC=C(C)C=C1,216.23699999999994,216.324,0.08700000000007435,0.949437141418457,0.0010292530059814453,13.0,2,0,0,,"(0, 13.0, 0.0010292530059814453, 2)",
60629,OCC(CO)(CO)CO[N+]([O-])=O,[H]\C(CCCCC)=C(/[H])CCCCCC,181.14399999999998,182.35099999999997,1.2069999999999936,0.9494922161102295,0.001028299331665039,14.0,2,0,0,,"(0, 14.0, 0.001028299331665039, 2)",
70807,OC[C@H]1O[C@@H](O[C@@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,OC(=O)C1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,295.291,296.28600000000006,0.9950000000000614,1.2357699871063232,0.23770642280578613,21.0,2,0,0,,"(0, 21.0, 0.23770642280578613, 2)",
73809,ClC1=CC=C(C=C1)C1CCC2=C(O1)C=CC(Cl)=C2,OC1CN(CC2=CC=CC=C2Cl)CC2=C1SC=C2,279.16599999999994,279.792,0.6260000000000332,1.1970129013061523,0.22443151473999023,12.5,2,0,0,,"(0, 12.5, 0.22443151473999023, 2)",
85836,OCC1(O)OCC(O)C(O)C1O,CCCC1=NC=CC(=C1)C(S)=N,180.156,180.276,0.12000000000000455,1.000412940979004,0.0009996891021728516,11.0,2,0,0,,"(0, 11.0, 0.0009996891021728516, 2)",
94379,CCCC[C@@H]1OC(=O)[C@@H]2C=CCC[C@H]12,CNCC(O)C(O)C(O)C(O)CO,194.27399999999997,195.21499999999997,0.9410000000000025,1.3992955684661865,0.2975199222564697,15.0,2,0,0,,"(0, 15.0, 0.2975199222564697, 2)",
101916,NC[C@H](O)C1=CC(O)=C(O)C=C1,NC1=NC=C(C=C1)C1=CC=CC=C1,169.18,170.215,1.0349999999999966,1.299239158630371,0.2680244445800781,11.0,2,0,0,,"(0, 11.0, 0.2680244445800781, 2)",
