pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,raw_mces_result,error_message
8600,CC(C)=CCC(COC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C(C)=C,CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CCC4CC(O)C(O)CC4(C)C3CCC12C,448.5090000000001,448.6880000000002,0.1790000000000873,2.3599607944488525,0.0704507827758789,12.0,2,0,0,,"(0, 12.0, 0.0704507827758789, 2)",
24201,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)OC[C@@H](O)CO,C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCC=CCCCCC=CCC(O)=O,426.55000000000024,425.56600000000026,0.9839999999999804,35.88652157783508,34.64108633995056,12.0,2,0,0,,"(0, 12.0, 34.64108633995056, 2)",
29163,CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C34C)C2(C)C1=O,387.523,388.46000000000015,0.9370000000001255,1.0338284969329834,0.0020284652709960938,15.0,2,0,0,,"(0, 15.0, 0.0020284652709960938, 2)",
30650,CCCCCCCCCCCCCCCC(=O)CC(O)CCCC,COC(=O)\C=C\C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,340.59200000000004,340.328,0.26400000000006685,1.1507503986358643,0.0029964447021484375,17.0,2,0,0,,"(0, 17.0, 0.0029964447021484375, 2)",
31019,NC(CCC(O)=NC(CSC=O)C(O)=NCC(O)=O)C(O)=O,CN(C)(=O)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,335.3380000000001,334.87200000000007,0.4660000000000082,1.0474026203155518,0.0020265579223632812,14.0,2,0,0,,"(0, 14.0, 0.0020265579223632812, 2)",
61843,[N+]C(CSC(CC1=CC=CC=C1)=NO)C(=O)NCC([O-])=O,CCCCCCCCCCCCCCCC=CC=CC(O)=O,308.3390000000001,308.506,0.16699999999985948,0.9969761371612549,0.0009996891021728516,16.0,2,0,0,,"(0, 16.0, 0.0009996891021728516, 2)",
62308,OC(COP(O)(O)=O)C(O)C(=O)COP(O)(O)=O,OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,310.088,311.29,1.2019999999999982,0.977653980255127,0.001028299331665039,25.0,2,0,0,,"(0, 25.0, 0.001028299331665039, 2)",
64690,FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)C(=O)C1=CC=C(F)C=C1,OC1=CC2=C(OCO2)C=C1C1OCC2C1COC2C1=CC2=C(OCO2)C=C1,371.427,370.35700000000014,1.0699999999998795,1.3045578002929688,0.35751938819885254,22.0,2,0,0,,"(0, 22.0, 0.35751938819885254, 2)",
67187,CC\C(C)=C\C(=O)OC1CC(C(C)C)C2C(CC(=O)\C2=C\C)C1=C,OCCCC1=CC(OC2OC(CO)C(O)C(O)C2O)=C(O)C=C1,330.4680000000001,330.333,0.13500000000004775,1.2275609970092773,0.2304825782775879,18.5,2,0,0,,"(0, 18.5, 0.2304825782775879, 2)",
74488,CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2OC1OC(C(O)C(O)C1O)C(O)=O,CC(CCC(=C)C(C)C(O)=O)C1CCC2C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)C1CC3=O,468.5870000000001,468.63400000000036,0.04700000000025284,1.2663514614105225,0.254335880279541,15.0,2,0,0,,"(0, 15.0, 0.254335880279541, 2)",
86691,[H][C@@]1(CC2=C(O)C=C(O)C=C2O[C@]1([H])C1=CC(O)=C(O)C=C1)O[C@]1([H])O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,CC\C=C/C[C@H](O)\C=C\C=C\C=C/C=C\[C@@H](O)[C@H](O)CCCC(=O)O[C@@H](CO)COC(C)=O,466.3950000000001,466.5710000000004,0.17600000000032878,1.2237026691436768,0.23801040649414062,17.0,2,0,0,,"(0, 17.0, 0.23801040649414062, 2)",
89258,CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,CC(C)C1=CC2=C(C(O)=C1O)C13CCCC(C)(C)C1C(O)C2OC3=O,346.379,346.423,0.04399999999998272,3.3954505920410156,,,,0,0,,,CPLEX Error  1016: Community Edition. Problem size limits exceeded. Purchase at http://ibm.biz/error1016.
