pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled
1879,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,723.177,723.1769999999998,2.2737367544323206e-13,22.00821304321289,20.67664074897766,4.0,1,0,1
3585,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,793.3119999999993,793.3119999999994,1.1368683772161603e-13,48.531893253326416,47.1023895740509,4.0,1,0,1
3623,CC[C@H](O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC(C)C,CC1OC(CC(C1OS(C)(=O)=O)N1CC1)OC1CC(O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,602.8970000000003,601.6300000000002,1.2670000000000528,2.1333844661712646,0.38426828384399414,35.0,4,0,0
7864,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,764.9309999999998,765.2579999999998,0.3269999999999982,2.422347068786621,0.5912466049194336,24.0,4,0,0
8016,CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(=O)OCCN,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,792.004,793.3119999999997,1.3079999999996517,1.7862374782562256,0.3649563789367676,22.0,4,0,0
18782,[H][C@](CO)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,[H][C@](CO)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,638.9740000000002,638.9740000000004,2.2737367544323206e-13,5.953541994094849,4.52402138710022,4.0,1,0,1
28208,CCCCC[C@H](O)\C=C\C=C/C\C=C/C=C/[C@H](O)CCCC(=O)OC[C@H](O)COC(=O)CCCCCCCCCCCCCCC(C)C,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,677.0199999999999,677.1080000000002,0.0880000000003065,13.575218439102173,12.090928554534912,10,2,0,1
31479,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC,779.2849999999999,779.2849999999996,2.2737367544323206e-13,34.38992214202881,33.06797742843628,6.0,1,0,1
31508,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCC,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC(C)C,624.9879999999999,625.0320000000003,0.04400000000032378,16.67410135269165,15.247527599334717,7.0,1,0,1
31991,COC1=CC(O)=C2C(=O)C(OC3OCC(O)C(O)C3O)=C(OC2=C1)C1=CC(OC2OC(C)C(O)C(O)C2O)=C(O)C=C1,CCCCCCCCCCCC(=O)OC[C@H](O)COC(=O)CCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCCC,594.5220000000004,594.874,0.3519999999996344,1.6583869457244873,0.3489713668823242,31.0,4,0,0
32135,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)C(O)=O,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC,729.9330000000001,730.9200000000002,0.98700000000008,1.649158239364624,0.374575138092041,14.0,4,0,0
33751,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC,793.3119999999998,793.3119999999998,0.0,53.91792893409729,52.61244440078735,6.0,1,0,1
38430,[H][C@@](COC(=O)CCCCCCC[C@@H](O)[C@H](O)C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC,765.9629999999996,765.2579999999997,0.7049999999999272,1.6520731449127197,0.31252408027648926,21.0,4,0,0
38725,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC,779.2849999999993,779.2849999999997,4.547473508864641e-13,18.240933179855347,15.893601655960083,2.0,1,0,1
40255,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCC,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC(C)C,709.15,709.1939999999998,0.04399999999986903,60,,,,1,0
42470,CCCCC[C@@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1C\C=C/CC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,789.040999999999,789.1729999999991,0.13200000000006185,15.951782703399658,14.674161195755005,10,2,0,1
43219,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC)[C@H](O)\C=C\CCCCCCCC\C=C/CCC,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,765.0699999999997,765.2579999999995,0.1879999999997608,2.907613754272461,0.5902578830718994,31.0,4,0,0
44757,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C,765.2579999999997,765.2579999999998,1.1368683772161603e-13,41.7608277797699,39.554959774017334,6.0,1,0,1
45488,CC1(C)CCC2(CCC3(C)C(C2C1)C(=O)C=C1C2(C)C=C(C#N)C(=O)C(C)(C)C2CCC31C)C(=O)N1C=CN=C1,[H][C@](CO)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C,541.7360000000003,540.8700000000005,0.8659999999998718,2.2041542530059814,0.30576443672180176,27.5,4,0,0
46707,CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C1OC2(OC3(CCC(C)(O3)C3CCC(O)(CC)C(C)O3)C(O)C=C2)C(C)CC1C)C(O)=O,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C,751.0110000000004,751.2309999999999,0.21999999999945885,2.301826000213623,0.885875940322876,22.0,4,0,0
47035,[H][C@](COC(=O)CCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC,765.2579999999997,765.2579999999995,2.2737367544323206e-13,60,,,,1,0
49642,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,751.2309999999999,751.0389999999995,0.19200000000034834,2.122610092163086,0.5194687843322754,16.0,4,0,0
50640,COC1=CC(F)=C(C=C1C1=C(CN2C(C)C(OC2=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C=C(C=C1)C(F)(F)F)C(C)C,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COC(=O)CCC\C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCCCC,637.5140000000002,638.9270000000001,1.4129999999998972,2.1706879138946533,0.4043726921081543,41.0,4,0,0
57869,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC,[H][C@](CO)(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,732.936,733.2159999999997,0.27999999999963165,2.3520190715789795,0.5473282337188721,18.0,4,0,0
61065,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC,793.3119999999996,793.3119999999991,4.547473508864641e-13,60,,,,1,0
71474,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCC,737.2039999999998,737.204,1.1368683772161603e-13,15.583731651306152,14.294172286987305,4.0,1,0,1
72734,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,765.2579999999996,765.2579999999996,0.0,60,,,,1,0
78249,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(=O)OC[C@@H](O)COC(=O)CCCCCCCCCCC(C)CC)[C@@H](O)CC1=O,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC,652.9540000000003,653.0419999999999,0.08799999999962438,19.08100390434265,16.679495811462402,10.0,1,0,1
79595,[H][C@@](CO)(NC(=O)CCC[C@@H](O)[C@H](O)\C=C/C=C\C=C\C=C\[C@@H](O)C\C=C/CC)[C@H](O)[C@@H](O)CCCCCCCCCCCCCC,CC\C=C\CC(O)\C=C\C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCC(C)C,649.9539999999997,649.01,0.9439999999997326,1.5969135761260986,0.3449890613555908,11.0,4,0,0
84061,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCCCCCCC1OC1C\C=C/CCCCC,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,787.0249999999997,786.041,0.9839999999996962,25.349310874938965,22.97186303138733,10,2,0,1
85717,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCC,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,709.15,709.1499999999997,2.2737367544323206e-13,27.767118215560913,25.79073190689087,6.0,1,0,1
86976,CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)C\C=C/C[C@@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@H](O)CCCCC,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(OC)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,610.873,609.5570000000005,1.3159999999995762,2.00370192527771,0.4163322448730469,28.0,4,0,0
87058,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,793.3119999999997,793.3119999999992,4.547473508864641e-13,60,,,,1,0
88912,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,[H][C@@](CO\C=C\CCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC,695.1229999999997,694.9309999999999,0.1919999999997799,2.0796449184417725,0.3255276679992676,19.0,4,0,0
91714,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@H](O)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC,794.064,793.3119999999997,0.7520000000002938,1.5458300113677979,0.3565022945404053,27.0,4,0,0
93324,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)C\C=C/C[C@@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@H](O)CCCCC,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC,666.9810000000001,667.0689999999998,0.08799999999973807,19.69190216064453,18.37416696548462,10,2,0,1
93715,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,[H][C@](CO)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC,596.9340000000003,596.9780000000003,0.04399999999998272,9.663219690322876,8.19418740272522,5.0,1,0,1
95805,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@@H](O)CCCC)OC(=O)CCCCCCCCC(C)C,731.0489999999994,730.9169999999997,0.13199999999972079,2.043332099914551,0.3793954849243164,12.0,4,0,0
