pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,structural_lb,skipped_by_structural_lb,raw_mces_result,error_message,result_type,is_exact,is_lower_bound
1879,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,723.177,723.1769999999998,2.2737367544323206e-13,16.794674396514893,15.653196811676025,3.99999999999941,1,0,1,1,10,,0,"(0, 3.99999999999941, 15.653196811676025, 1, 1, 10)",,exact,1,0
3585,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,793.3119999999993,793.3119999999994,1.1368683772161603e-13,7.2463929653167725,4.281265020370483,3.9999999999988765,1,0,1,1,10,,0,"(0, 3.9999999999988765, 4.281265020370483, 1, 1, 10)",,exact,1,0
3623,CC[C@H](O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC(C)C,CC1OC(CC(C1OS(C)(=O)=O)N1CC1)OC1CC(O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,602.8970000000003,601.6300000000002,1.2670000000000528,1.4427695274353027,0.0020291805267333984,25.0,2,0,0,,,,0,"(0, 25.0, 0.0020291805267333984, 2)",,lower_bound,0,1
7864,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,764.9309999999998,765.2579999999998,0.3269999999999982,1.2100930213928223,0.001994609832763672,20.0,2,0,0,,,,0,"(0, 20.0, 0.001994609832763672, 2)",,lower_bound,0,1
8016,CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(=O)OCCN,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,792.004,793.3119999999997,1.3079999999996517,0.9796338081359863,0.003023386001586914,17.0,2,0,0,,,,0,"(0, 17.0, 0.003023386001586914, 2)",,lower_bound,0,1
18782,[H][C@](CO)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,[H][C@](CO)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,638.9740000000002,638.9740000000004,2.2737367544323206e-13,3.2930078506469727,2.0618159770965576,4.0000000000001625,1,0,1,1,10,,0,"(0, 4.0000000000001625, 2.0618159770965576, 1, 1, 10)",,exact,1,0
28208,CCCCC[C@H](O)\C=C\C=C/C\C=C/C=C/[C@H](O)CCCC(=O)OC[C@H](O)COC(=O)CCCCCCCCCCCCCCC(C)C,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,677.0199999999999,677.1080000000002,0.0880000000003065,4.011420488357544,2.9999349117279053,10,2,0,1,1,10,,0,"(0, 10, 2.9999349117279053, 2, 1, 10)",,lower_bound,0,1
31479,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC,779.2849999999999,779.2849999999996,2.2737367544323206e-13,20.424076557159424,19.430196285247803,5.999999999999918,1,0,1,1,10,,0,"(0, 5.999999999999918, 19.430196285247803, 1, 1, 10)",,exact,1,0
31508,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCC,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC(C)C,624.9879999999999,625.0320000000003,0.04400000000032378,9.814764022827148,8.512176752090454,7.0,1,0,1,1,10,,0,"(0, 7.0, 8.512176752090454, 1, 1, 10)",,exact,1,0
31991,COC1=CC(O)=C2C(=O)C(OC3OCC(O)C(O)C3O)=C(OC2=C1)C1=CC(OC2OC(C)C(O)C(O)C2O)=C(O)C=C1,CCCCCCCCCCCC(=O)OC[C@H](O)COC(=O)CCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCCC,594.5220000000004,594.874,0.3519999999996344,0.9588367938995361,0.0019941329956054688,25.5,2,0,0,,,,0,"(0, 25.5, 0.0019941329956054688, 2)",,lower_bound,0,1
32135,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)C(O)=O,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC,729.9330000000001,730.9200000000002,0.98700000000008,0.9728004932403564,0.002995729446411133,11.0,2,0,0,,,,0,"(0, 11.0, 0.002995729446411133, 2)",,lower_bound,0,1
33751,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC,793.3119999999998,793.3119999999998,0.0,37.775126695632935,36.788114070892334,5.999999999999991,1,0,1,1,10,,0,"(0, 5.999999999999991, 36.788114070892334, 1, 1, 10)",,exact,1,0
38430,[H][C@@](COC(=O)CCCCCCC[C@@H](O)[C@H](O)C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC,765.9629999999996,765.2579999999997,0.7049999999999272,0.9953212738037109,0.0020263195037841797,17.0,2,0,0,,,,0,"(0, 17.0, 0.0020263195037841797, 2)",,lower_bound,0,1
38725,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC,779.2849999999993,779.2849999999997,4.547473508864641e-13,5.988809823989868,5.007721185684204,2.000000000000109,1,0,1,1,10,,0,"(0, 2.000000000000109, 5.007721185684204, 1, 1, 10)",,exact,1,0
40255,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCC,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC(C)C,709.15,709.1939999999998,0.04399999999986903,10.547757148742676,9.557933807373047,8.99999999999999,1,0,1,1,10,,0,"(0, 8.99999999999999, 9.557933807373047, 1, 1, 10)",,exact,1,0
42470,CCCCC[C@@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1C\C=C/CC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,789.040999999999,789.1729999999991,0.13200000000006185,6.157332181930542,5.11740517616272,10,2,0,1,1,10,,0,"(0, 10, 5.11740517616272, 2, 1, 10)",,lower_bound,0,1
43219,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC)[C@H](O)\C=C\CCCCCCCC\C=C/CCC,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,765.0699999999997,765.2579999999995,0.1879999999997608,0.981257438659668,0.0020265579223632812,18.0,2,0,0,,,,0,"(0, 18.0, 0.0020265579223632812, 2)",,lower_bound,0,1
44757,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C,765.2579999999997,765.2579999999998,1.1368683772161603e-13,59.05028486251831,58.05328726768494,5.999999999999979,1,0,1,1,10,,0,"(0, 5.999999999999979, 58.05328726768494, 1, 1, 10)",,exact,1,0
45488,CC1(C)CCC2(CCC3(C)C(C2C1)C(=O)C=C1C2(C)C=C(C#N)C(=O)C(C)(C)C2CCC31C)C(=O)N1C=CN=C1,[H][C@](CO)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C,541.7360000000003,540.8700000000005,0.8659999999998718,0.9814138412475586,0.0030660629272460938,20.5,2,0,0,,,,0,"(0, 20.5, 0.0030660629272460938, 2)",,lower_bound,0,1
46707,CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C1OC2(OC3(CCC(C)(O3)C3CCC(O)(CC)C(C)O3)C(O)C=C2)C(C)CC1C)C(O)=O,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C,751.0110000000004,751.2309999999999,0.21999999999945885,0.9637265205383301,0.0030243396759033203,19.0,2,0,0,,,,0,"(0, 19.0, 0.0030243396759033203, 2)",,lower_bound,0,1
47035,[H][C@](COC(=O)CCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC,765.2579999999997,765.2579999999995,2.2737367544323206e-13,57.59571290016174,56.59784960746765,6.0,1,0,1,1,10,,0,"(0, 6.0, 56.59784960746765, 1, 1, 10)",,exact,1,0
49642,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,751.2309999999999,751.0389999999995,0.19200000000034834,1.022157907485962,0.0020263195037841797,11.0,2,0,0,,,,0,"(0, 11.0, 0.0020263195037841797, 2)",,lower_bound,0,1
50640,COC1=CC(F)=C(C=C1C1=C(CN2C(C)C(OC2=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C=C(C=C1)C(F)(F)F)C(C)C,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COC(=O)CCC\C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCCCC,637.5140000000002,638.9270000000001,1.4129999999998972,0.9679718017578125,0.002109050750732422,30.0,2,0,0,,,,0,"(0, 30.0, 0.002109050750732422, 2)",,lower_bound,0,1
