pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,raw_mces_result,error_message,result_type,is_exact,is_lower_bound
8600,CC(C)=CCC(COC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C(C)=C,CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CCC4CC(O)C(O)CC4(C)C3CCC12C,448.5090000000001,448.6880000000002,0.1790000000000873,0.9791073799133301,0.002026796340942383,12.0,2,0,0,,"(0, 12.0, 0.002026796340942383, 2)",,lower_bound,0,1
24201,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)OC[C@@H](O)CO,C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCC=CCCCCC=CCC(O)=O,426.55000000000024,425.56600000000026,0.9839999999999804,1.224492073059082,0.24013710021972656,12.0,2,0,0,,"(0, 12.0, 0.24013710021972656, 2)",,lower_bound,0,1
29163,CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C34C)C2(C)C1=O,387.523,388.46000000000015,0.9370000000001255,0.969306230545044,0.0020012855529785156,15.0,2,0,0,,"(0, 15.0, 0.0020012855529785156, 2)",,lower_bound,0,1
30650,CCCCCCCCCCCCCCCC(=O)CC(O)CCCC,COC(=O)\C=C\C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,340.59200000000004,340.328,0.26400000000006685,0.9664394855499268,0.002187490463256836,17.0,2,0,0,,"(0, 17.0, 0.002187490463256836, 2)",,lower_bound,0,1
31019,NC(CCC(O)=NC(CSC=O)C(O)=NCC(O)=O)C(O)=O,CN(C)(=O)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,335.3380000000001,334.87200000000007,0.4660000000000082,0.9602110385894775,0.0019989013671875,14.0,2,0,0,,"(0, 14.0, 0.0019989013671875, 2)",,lower_bound,0,1
61843,[N+]C(CSC(CC1=CC=CC=C1)=NO)C(=O)NCC([O-])=O,CCCCCCCCCCCCCCCC=CC=CC(O)=O,308.3390000000001,308.506,0.16699999999985948,0.9769678115844727,0.0010116100311279297,16.0,2,0,0,,"(0, 16.0, 0.0010116100311279297, 2)",,lower_bound,0,1
62308,OC(COP(O)(O)=O)C(O)C(=O)COP(O)(O)=O,OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,310.088,311.29,1.2019999999999982,0.9673945903778076,0.0010335445404052734,25.0,2,0,0,,"(0, 25.0, 0.0010335445404052734, 2)",,lower_bound,0,1
64690,FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)C(=O)C1=CC=C(F)C=C1,OC1=CC2=C(OCO2)C=C1C1OCC2C1COC2C1=CC2=C(OCO2)C=C1,371.427,370.35700000000014,1.0699999999998795,1.2134699821472168,0.24081778526306152,22.0,2,0,0,,"(0, 22.0, 0.24081778526306152, 2)",,lower_bound,0,1
67187,CC\C(C)=C\C(=O)OC1CC(C(C)C)C2C(CC(=O)\C2=C\C)C1=C,OCCCC1=CC(OC2OC(CO)C(O)C(O)C2O)=C(O)C=C1,330.4680000000001,330.333,0.13500000000004775,1.2317359447479248,0.22925710678100586,18.5,2,0,0,,"(0, 18.5, 0.22925710678100586, 2)",,lower_bound,0,1
74488,CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2OC1OC(C(O)C(O)C1O)C(O)=O,CC(CCC(=C)C(C)C(O)=O)C1CCC2C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)C1CC3=O,468.5870000000001,468.63400000000036,0.04700000000025284,1.2839000225067139,0.2601125240325928,15.0,2,0,0,,"(0, 15.0, 0.2601125240325928, 2)",,lower_bound,0,1
