pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,structural_lb,skipped_by_structural_lb,raw_mces_result,error_message,result_type,is_exact,is_lower_bound
2161,CCCCCCCCCC1=CC=CC=C1OCCO,NC1=NC=NC2=C1N=CN2C(OC(CO)C=O)C=O,264.409,265.229,0.8199999999999932,1.5168511867523193,0.0019931793212890625,18.0,2,0,0,,,,0,"(0, 18.0, 0.0019931793212890625, 2)",,lower_bound,0,1
42978,CC1=CCC(CC1)C(C)(C)OC(=O)C1=CC=CC=C1N,O=N(=O)C1=CC2=C(C=CC3=CC=CC=C23)C2=CC=CC=C12,273.37600000000003,273.291,0.08500000000003638,1.7804312705993652,0.0005977153778076172,10.5,2,0,0,,,,0,"(0, 10.5, 0.0005977153778076172, 2)",,lower_bound,0,1
54206,[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1,OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,255.665,256.21299999999997,0.5479999999999734,1.5885765552520752,0.0008807182312011719,22.0,2,0,0,,,,0,"(0, 22.0, 0.0008807182312011719, 2)",,lower_bound,0,1
56766,[H][C@@]12C[C@@H]([C@@H](O)C[C@@]1(C)CCCC2=C)C(C)(C)C,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,236.39899999999994,236.27099999999993,0.12800000000001432,2.763502597808838,0.9119961261749268,16.0,2,0,0,,,,0,"(0, 16.0, 0.9119961261749268, 2)",,lower_bound,0,1
57062,CC(NC(=O)OC(C)(C)C)C(=O)C(N)=O,CC(CCC(=O)C(C)=C)C1=CC=C(C)C=C1,216.23699999999994,216.324,0.08700000000007435,1.4210681915283203,0.0007605552673339844,13.0,2,0,0,,,,0,"(0, 13.0, 0.0007605552673339844, 2)",,lower_bound,0,1
70807,OC[C@H]1O[C@@H](O[C@@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,OC(=O)C1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,295.291,296.28600000000006,0.9950000000000614,2.198805332183838,0.4335813522338867,21.0,2,0,0,,,,0,"(0, 21.0, 0.4335813522338867, 2)",,lower_bound,0,1
73809,ClC1=CC=C(C=C1)C1CCC2=C(O1)C=CC(Cl)=C2,OC1CN(CC2=CC=CC=C2Cl)CC2=C1SC=C2,279.16599999999994,279.792,0.6260000000000332,2.8140478134155273,0.8107874393463135,12.5,2,0,0,,,,0,"(0, 12.5, 0.8107874393463135, 2)",,lower_bound,0,1
