pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,raw_mces_result,error_message,result_type,is_exact,is_lower_bound
1879,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,723.177,723.1769999999998,2.2737367544323206e-13,1.6413288116455078,0.47138237953186035,0.0,1,0,1,1,"(0, 0.0, 0.47138237953186035, 1, 1)",,exact,1,0
3585,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,793.3119999999993,793.3119999999994,1.1368683772161603e-13,2.3831207752227783,1.0674564838409424,0.0,1,0,1,1,"(0, 0.0, 1.0674564838409424, 1, 1)",,exact,1,0
3623,CC[C@H](O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC(C)C,CC1OC(CC(C1OS(C)(=O)=O)N1CC1)OC1CC(O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,602.8970000000003,601.6300000000002,1.2670000000000528,1.4427568912506104,0.004024028778076172,25.0,2,0,0,,"(0, 25.0, 0.004024028778076172, 2)",,lower_bound,0,1
7864,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,764.9309999999998,765.2579999999998,0.3269999999999982,1.5316658020019531,0.004489421844482422,20.0,2,0,0,,"(0, 20.0, 0.004489421844482422, 2)",,lower_bound,0,1
8016,CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(=O)OCCN,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,792.004,793.3119999999997,1.3079999999996517,1.182985544204712,0.001994609832763672,17.0,2,0,0,,"(0, 17.0, 0.001994609832763672, 2)",,lower_bound,0,1
18782,[H][C@](CO)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,[H][C@](CO)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,638.9740000000002,638.9740000000004,2.2737367544323206e-13,1.883852481842041,0.5290713310241699,0.0,1,0,1,1,"(0, 0.0, 0.5290713310241699, 1, 1)",,exact,1,0
28208,CCCCC[C@H](O)\C=C\C=C/C\C=C/C=C/[C@H](O)CCCC(=O)OC[C@H](O)COC(=O)CCCCCCCCCCCCCCC(C)C,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,677.0199999999999,677.1080000000002,0.0880000000003065,1.9413573741912842,0.5818006992340088,0.0,1,0,1,1,"(0, 0.0, 0.5818006992340088, 1, 1)",,exact,1,0
31479,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC,779.2849999999999,779.2849999999996,2.2737367544323206e-13,2.028416633605957,0.5282859802246094,0.0,1,0,1,1,"(0, 0.0, 0.5282859802246094, 1, 1)",,exact,1,0
31508,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCC,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC(C)C,624.9879999999999,625.0320000000003,0.04400000000032378,2.3683621883392334,0.4106745719909668,0.0,1,0,1,1,"(0, 0.0, 0.4106745719909668, 1, 1)",,exact,1,0
31991,COC1=CC(O)=C2C(=O)C(OC3OCC(O)C(O)C3O)=C(OC2=C1)C1=CC(OC2OC(C)C(O)C(O)C2O)=C(O)C=C1,CCCCCCCCCCCC(=O)OC[C@H](O)COC(=O)CCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCCC,594.5220000000004,594.874,0.3519999999996344,1.693542718887329,0.0019941329956054688,25.5,2,0,0,,"(0, 25.5, 0.0019941329956054688, 2)",,lower_bound,0,1
